date,province,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,835.2,2.88
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,286.44,0.99
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,158.6,0.55
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,475.2,1.64
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,328.0,1.13
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,449.33,1.55
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,528.45,1.82
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,441.25,1.52
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,273.6,0.94
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,273.6,0.94
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,450.0,1.55
2024-12-15,Western,Kalutara,Kalutara,1911,6.59,79.96,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,522.4,1.8
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,247.5,0.84
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,254.0,0.86
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,33.85,0.11
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,2057.5,6.96
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1062.5,3.59
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,980.0,3.32
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,1150.0,3.89
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,1929.0,6.53
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,996.5,3.37
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,pulses and nuts,Beans,50,KG,actual,Retail,LKR,558.0,1.89
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,727.0,2.46
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,306.4,1.04
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,208.0,0.7
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,412.0,1.39
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,157.0,0.53
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,277.0,0.94
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,619.0,2.09
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,185.5,0.63
2025-01-15,Central,Kandy,Kandy,1912,7.29,80.59,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,218.0,0.74
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,207.5,0.7
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,235.0,0.8
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,241.67,0.82
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,32.94,0.11
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,2250.0,7.61
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1106.25,3.74
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,816.25,2.76
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1700.0,5.75
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2275.0,7.7
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1250.0,4.23
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,1137.5,3.85
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2137.5,7.23
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1068.12,3.61
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,286.88,0.97
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,570.0,1.93
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,198.75,0.67
2025-01-15,Central,Matale,Matale,1915,7.47,80.62,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,354.0,1.2
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,207.83,0.7
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,230.0,0.78
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,260.0,0.88
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,35.65,0.12
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,2072.92,7.01
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1037.5,3.51
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,803.12,2.72
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2350.0,7.95
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1116.67,3.78
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2200.0,7.44
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,806.5,2.73
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,pulses and nuts,Beans,50,KG,actual,Retail,LKR,380.62,1.29
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,661.5,2.24
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,696.35,2.36
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,287.8,0.97
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,189.0,0.64
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,152.08,0.51
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,322.17,1.09
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,244.9,0.83
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,280.0,0.95
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,571.58,1.93
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,213.0,0.72
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,339.0,1.15
2025-01-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,190.0,0.64
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,277.83,0.94
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,263.61,0.89
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,33.2,0.11
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,2363.33,8.0
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,1096.67,3.71
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1816.67,6.15
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2450.0,8.29
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1583.33,5.36
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2183.33,7.39
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1255.0,4.25
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,716.67,2.42
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,184.17,0.62
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,236.67,0.8
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,160.83,0.54
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,365.0,1.23
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,255.83,0.87
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,356.67,1.21
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,523.33,1.77
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,361.67,1.22
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,221.67,0.75
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,258.33,0.87
2025-01-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,342.0,1.16
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,200.0,0.68
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,422.5,1.43
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,240.0,0.81
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,240.0,0.81
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,32.25,0.11
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,1716.67,5.81
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,675.0,2.28
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,723.33,2.45
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,284.67,0.96
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,426.67,1.44
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,530.62,1.8
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,222.92,0.75
2025-01-15,Eastern,Ampara,Ampara,360,7.28,81.67,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,410.83,1.39
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,207.08,0.7
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,230.0,0.78
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,34.5,0.12
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,1688.89,5.71
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1050.0,3.55
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,975.0,3.3
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2100.0,7.1
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1125.0,3.81
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,950.0,3.21
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2216.67,7.5
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1150.83,3.89
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,pulses and nuts,Beans,50,KG,actual,Retail,LKR,551.67,1.87
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,600.42,2.03
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,662.5,2.24
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,203.33,0.69
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,406.67,1.38
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,358.33,1.21
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,250.0,0.85
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,214.17,0.72
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,235.0,0.8
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,356.67,1.21
2025-01-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,478.33,1.62
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,218.12,0.74
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,497.5,1.68
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,36.92,0.12
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,1908.33,6.46
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,920.83,3.12
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,2129.17,7.2
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2425.0,8.2
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1425.0,4.82
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2166.67,7.33
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,823.12,2.78
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,pulses and nuts,Beans,50,KG,actual,Retail,LKR,527.5,1.78
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,670.31,2.27
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,293.75,0.99
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,181.25,0.61
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,246.25,0.83
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,350.62,1.19
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,131.46,0.44
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,260.0,0.88
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,583.96,1.98
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,220.0,0.74
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,348.5,1.18
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,209.58,0.71
2025-01-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,386.25,1.31
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,234.8,0.79
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,236.8,0.8
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,34.44,0.12
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,780.5,2.64
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,1236.75,4.18
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2376.5,8.04
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1246.67,4.22
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,795.8,2.69
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,pulses and nuts,Beans,50,KG,actual,Retail,LKR,669.5,2.26
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,689.85,2.33
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,305.7,1.03
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,164.15,0.56
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,327.0,1.11
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,543.75,1.84
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,261.0,0.88
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,195.5,0.66
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,468.75,1.59
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,208.5,0.71
2025-01-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,467.0,1.58
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,236.33,0.8
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,1850.0,6.26
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1080.0,3.65
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1580.0,5.35
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2407.5,8.14
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1012.75,3.43
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,1965.0,6.65
2025-01-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1175.0,3.98
